ticketCompany,status,ticketFormat,title,venue,prefecture,liveDate,liveDateRaw,seatInfo,price,ticketCount,paymentDeadline,ticketingDeadline,sourceUrl,sourceMessageId,receivedAt
e+,unknown,paper,アザミ,WWW,東京,2024-08-16,2024/08/16(金)  19:15開場 20:00開演,"料金・枚数 : オールスタンディング \4,000×1枚",,1,,,,<1723868913000.20240817.73.13542350.0.00000000@bma.eplus.jp>,2024-08-17T14:14:25+09:00
e+,payment_pending,digital,長瀬有花×アザミ,WWW,東京,2024-11-02,2024/11/02(土)  19:00開場 19:30開演,数,,1,,,,<1723850464000.20240817.01.13390554.0.00000000@bma.eplus.jp>,2024-08-17T08:21:05+09:00
e+,print_pending,paper,アザミ,WWW,東京,2024-08-16,2024/08/16(金)  18:45開場 19:30開演,"料金 : オールスタンディング \4,000×1枚[チケット料金]+\330×1",,1,,2024/08/11(日) 14:00 〜 2024/08/17(土) 21:0,,<1723341600000.20240811.20.12188184.0.00000000@bma.eplus.jp>,2024-08-11T11:01:22+09:00
e+,print_pending,paper,アザミ,WWW,東京,2024-08-16,2024/08/16(金)  18:45開場 19:30開演,"料金 : オールスタンディング \4,000×1枚[チケット料金]+\330×1",,1,,2024/08/11(日) 14:00 〜 2024/08/17(土) 21:0,,<1723529105000.20240813.18.12587700.0.00000000@bma.eplus.jp>,2024-08-13T15:14:49+09:00
e+,ticket_secured,digital,水槽SECOND CONCEPT LIVE 「SOLUBLE」,代官山UNIT,,2024-08-10,2024/08/10 (土) 17:45 開演,,,,,,,<1723093387830.20240808.X2.26888674.0.00000000@bma.eplus.jp>,2024-08-08T14:03:07+09:00
e+,ticket_secured,digital,水槽 SECOND CONCEPT LIVE 「SOLUBLE」,代官山UNIT,,2024-08-10,2024/08/10 (土) 17:45 開演,,,,,,,<1723010480995.20240807.X1.26847829.0.00000000@bma.eplus.jp>,2024-08-07T15:01:20+09:00
e+,payment_pending,digital,ポップしなないで,下北沢シャングリラ,東京,2024-10-14,2024/10/14(月・祝)  16:30開場 17:00開演,数,,1,,,,<1722918851000.20240806.02.11085315.0.00000000@bma.eplus.jp>,2024-08-06T14:00:45+09:00
e+,payment_pending,digital,ポップしなないで,下北沢シャングリラ,東京,2024-10-14,2024/10/14(月・祝)  16:30開場 17:00開演,数,,1,,,,<1722136081000.20240728.01.89109508.0.00000000@bma.eplus.jp>,2024-07-28T12:08:03+09:00
e+,ticket_secured,digital,ReoNa,東京ガーデンシアター,東京,2024-10-20,2024/10/20(日)  17:00開場 18:00開演,"料金 : 全席指定 \8,800×1枚[チケット料金]",,1,,,,<1722135691000.20240728.10.89108677.0.00000000@bma.eplus.jp>,2024-07-28T12:01:34+09:00
e+,payment_pending,digital,美波,日比谷公園大音楽堂(日比谷野音),,2024-09-08,2024/09/08(日)  17:00開場 18:00開演,数,,1,,,,<1722055702000.20240727.02.88930806.0.00000000@bma.eplus.jp>,2024-07-27T15:02:01+09:00
e+,ticket_secured,digital,TOKYO CALLING 2024,Spotify O−EAST 他15会場,,2024-09-16,2024/09/16(月・祝)  12:00開場 12:30開演,"料金 : 1日券 \5,500×1枚[チケット料金]+\550×1枚[サービス料",,1,,,,<1721219860000.20240717.10.86604019.0.00000000@bma.eplus.jp>,2024-07-17T21:37:41+09:00
e+,ticket_secured,digital,ぼっちぼろまる presents 「ともだち100にんできるかな!vol.5」 ぼっちぼろまる × ポップしなないで 2,大塚 Live House Hearts+,,2024-08-24,2024/08/24 (土) 18:30 開演,,,,,,,<1721144281741.20240717.X1.26404720.0.00000000@bma.eplus.jp>,2024-07-17T00:38:01+09:00
e+,ticket_secured,digital,ぼっちぼろまる presents 「ともだち100にんできるかな!vol.5」,大塚 Live House Hearts+,,2024-08-24,2024/08/24(土)  18:00開場 18:30開演,"料金 : オールスタンディング \3,500×1枚[チケット料金]",,1,,,,<1721144266000.20240717.10.86448755.0.00000000@bma.eplus.jp>,2024-07-17T00:37:47+09:00
e+,payment_pending,digital,美波,日比谷公園大音楽堂(日比谷野音),,2024-09-08,2024/09/08(日)  17:00開場 18:00開演,数,,1,,,,<1721143380000.20240717.01.86448054.0.00000000@bma.eplus.jp>,2024-07-17T00:23:01+09:00
e+,ticket_secured,digital,新宿LOFT歌舞伎町移転25周年記念 meiyo×新宿LOFT presents 「aufgieβer 3rd set」,新宿 LOFT,東京,2024-08-28,2024/08/28 (水) 19:00 開演,,,,,,,<1720851058947.20240713.X1.26339481.0.00000000@bma.eplus.jp>,2024-07-13T15:10:58+09:00
e+,ticket_secured,digital,チョーキューメイ,渋谷CLUB QUATTRO,東京,2024-07-12,2024/07/12 (金) 19:00 開演,,,,,,,<1720587720075.20240710.X2.26259839.0.00000000@bma.eplus.jp>,2024-07-10T14:02:00+09:00
e+,ticket_secured,digital,日本工学院ミュージックカレッジ日本工学院ミュージックカレッジpresents Summer Splash -DAY2-,Zepp Haneda (Tokyo),,2024-07-10,2024/07/10 (水) 18:00 開演,,,,,,,<1720414937561.20240708.X2.26223719.0.00000000@bma.eplus.jp>,2024-07-08T14:02:17+09:00
e+,ticket_secured,digital,日本工学院ミュージックカレッジ 日本工学院ミュージックカレッジpresents Summer Splash -DAY2-,Zepp Haneda (Tokyo),,2024-07-10,2024/07/10 (水) 18:00 開演,,,,,,,<1719986656831.20240703.X1.26124324.0.00000000@bma.eplus.jp>,2024-07-03T15:04:16+09:00
e+,payment_pending,digital,新宿LOFT歌舞伎町移転25周年記念,新宿 LOFT,東京,2024-08-28,2024/08/28(水)  18:15開場 19:00開演,数,,1,,,,<1719030943000.20240622.02.81077494.0.00000000@bma.eplus.jp>,2024-06-22T14:05:45+09:00
e+,ticket_secured,digital,日本工学院ミュージックカレッジ,Zepp Haneda (Tokyo),,2024-07-10,2024/07/10(水)  17:00開場 18:00開演,"料金 : 1Fスタンディング \2,000×1枚[チケット料金]",,1,,,,<1718588845000.20240617.10.79884353.0.00000000@bma.eplus.jp>,2024-06-17T10:47:25+09:00
e+,payment_pending,digital,新宿LOFT歌舞伎町移転25周年記念,新宿 LOFT,東京,2024-08-28,2024/08/28(水)  18:15開場 19:00開演,数,,1,,,,<1718420592000.20240615.01.79450015.0.00000000@bma.eplus.jp>,2024-06-15T12:03:21+09:00
e+,unknown,paper,新宿LOFT歌舞伎町移転25周年記念 meiyo×新宿LOFT presents 「aufgieβer 2nd set」,新宿 LOFT,東京,2024-05-31,2024/05/31(金)  18:15開場 19:00開演,"料金・枚数 : オールスタンディング \4,000×1枚",,1,,,,<1717216890000.20240601.73.76438650.0.00000000@bma.eplus.jp>,2024-06-01T14:14:15+09:00
e+,print_pending,paper,新宿LOFT歌舞伎町移転25周年記念 meiyo×新宿LOFT presents 「aufgieβer 2nd set」,新宿 LOFT,東京,2024-05-31,2024/05/31(金)  18:15開場 19:00開演,"料金 : オールスタンディング \4,000×1枚[チケット料金]+\330×1",,1,,2024/04/20(土) 14:00 〜 2024/06/01(土) 21:0,,<1716876167000.20240528.18.75319986.0.00000000@bma.eplus.jp>,2024-05-28T15:07:13+09:00
e+,ticket_secured,digital,ポップしなないで,LIQUIDROOM,,2024-05-26,2024/05/26 (日) 17:00 開演,,,,,,,<1716527000639.20240524.X2.25344300.0.00000000@bma.eplus.jp>,2024-05-24T14:03:20+09:00
e+,ticket_secured,digital,ポップしなないで,LIQUIDROOM,,2024-05-26,2024/05/26 (日) 17:00 開演,,,,,,,<1716098539652.20240519.X1.25241786.0.00000000@bma.eplus.jp>,2024-05-19T15:02:19+09:00
e+,ticket_secured,digital,かいりきベア1st ONE-MAN LIVE【病み垢ステロイド】,Spotify O-EAST,東京,2024-04-29,2024/04/29 (月) 19:00 開演,,,,,,,<1714194201381.20240427.X2.24770329.0.00000000@bma.eplus.jp>,2024-04-27T14:03:21+09:00
e+,ticket_secured,digital,かいりきベア 1st ONE-MAN LIVE【病み垢ステロイド】,Spotify O-EAST,東京,2024-04-29,2024/04/29 (月) 19:00 開演,,,,,,,<1713765661923.20240422.X1.24610178.0.00000000@bma.eplus.jp>,2024-04-22T15:01:01+09:00
e+,ticket_secured,digital,チョーキューメイ,渋谷CLUB QUATTRO,東京,2024-07-12,2024/07/12 (金) 19:00 開演,,,,,,,<1713707522289.20240421.X1.24606729.0.00000000@bma.eplus.jp>,2024-04-21T22:52:02+09:00
e+,ticket_secured,digital,チョーキューメイ,渋谷CLUB QUATTRO,東京,2024-07-12,2024/07/12(金)  18:15開場 19:00開演,"料金 : スタンディング \4,000×1枚[チケット料金]",,1,,,,<1713707513000.20240421.10.66413722.0.00000000@bma.eplus.jp>,2024-04-21T22:51:55+09:00
e+,print_pending,paper,新宿LOFT歌舞伎町移転25周年記念 meiyo×新宿LOFT presents 「aufgieβer 2nd set」,新宿 LOFT,東京,2024-05-31,2024/05/31(金)  18:15開場 19:00開演,"料金 : オールスタンディング \4,000×1枚[チケット料金]+\330×1",,1,,2024/04/20(土) 14:00 〜 2024/06/01(土) 21:0,,<1713578400000.20240420.20.65887992.0.00000000@bma.eplus.jp>,2024-04-20T11:07:29+09:00
e+,payment_pending,paper,新宿LOFT歌舞伎町移転25周年記念 meiyo×新宿LOFT presents 「aufgieβer 2nd set」,新宿 LOFT,東京,2024-05-31,2024/05/31(金)  18:15開場 19:00開演,数,,1,,2024/04/20(土) 14:00 〜 2024/06/01(土) 21:0,,<1712896753000.20240412.02.64235213.0.00000000@bma.eplus.jp>,2024-04-12T14:19:54+09:00
e+,payment_pending,paper,アザミ,WWW,東京,2024-08-16,2024/08/16(金)  18:45開場 19:30開演,数,,1,,2024/08/11(日) 14:00 〜 2024/08/17(土) 21:0,,<1712637167000.20240409.02.63381657.0.00000000@bma.eplus.jp>,2024-04-09T13:38:10+09:00
e+,payment_pending,paper,新宿LOFT歌舞伎町移転25周年記念 meiyo×新宿LOFT presents 「aufgieβer 2nd set」,新宿 LOFT,東京,2024-05-31,2024/05/31(金)  18:15開場 19:00開演,数,,1,,2024/04/20(土) 14:00 〜 2024/06/01(土) 21:0,,<1712402846000.20240406.01.63045060.0.00000000@bma.eplus.jp>,2024-04-06T20:27:27+09:00
e+,payment_pending,digital,水槽,代官山UNIT,,2024-08-10,2024/08/10(土)  17:00開場 17:45開演,数,,1,,,,<1712121131000.20240403.02.62313683.0.00000000@bma.eplus.jp>,2024-04-03T15:42:13+09:00
e+,ticket_secured,digital,かいりきベア,Spotify O−EAST,,2024-04-29,2024/04/29(月・祝)  18:00開場 19:00開演,"料金 : 一般チケット \6,600×1枚[チケット料金]",,1,,,,<1712010087000.20240402.10.61986965.0.00000000@bma.eplus.jp>,2024-04-02T07:21:30+09:00
e+,payment_pending,digital,水槽,代官山UNIT,,2024-08-10,2024/08/10(土)  17:00開場 17:45開演,数,,1,,,,<1711373119000.20240325.01.60601264.0.00000000@bma.eplus.jp>,2024-03-25T22:25:23+09:00
e+,ticket_secured,digital,ポップしなないで,LIQUIDROOM,,2024-05-26,2024/05/26(日)  16:00開場 17:00開演,"料金 : スタンディング \4,000×1枚[チケット料金]",,1,,,,<1711241186000.20240324.10.60243404.0.00000000@bma.eplus.jp>,2024-03-24T09:46:29+09:00
e+,ticket_secured,digital,アザミ,WWW,東京,2024-03-19,2024/03/19 (火) 19:30 開演,,,,,,,<1710651723921.20240317.X2.23932608.0.00000000@bma.eplus.jp>,2024-03-17T14:02:03+09:00
e+,ticket_secured,digital,アザミ,WWW,東京,2024-03-19,2024/03/19 (火) 19:30 開演,,,,,,,<1710396374430.20240314.X1.23835038.0.00000000@bma.eplus.jp>,2024-03-14T15:06:14+09:00
e+,unknown,paper,MAISONdes LIVE,TOKYO DOME CITY HALL,,,3/2(土)〜3/3(日),"料金・枚数 : 2日通し券(指定席) \14,500×1枚",,1,,,,<1709443090000.20240303.73.56457770.0.00000000@bma.eplus.jp>,2024-03-03T15:14:17+09:00
e+,print_pending,paper,MAISONdes LIVE,TOKYO DOME CITY HALL,,,3/2(土)〜3/3(日),"料金 : 2日通し券(指定席) \14,500×1枚[チケット料金]+\660×",,1,,2024/02/24(土) 14:00 〜 2024/03/04(月) 21:0,,<1709186976000.20240229.18.55681753.0.00000000@bma.eplus.jp>,2024-02-29T15:17:56+09:00
e+,print_pending,paper,MAISONdes LIVE,TOKYO DOME CITY HALL,,,3/2(土)〜3/3(日),"料金 : 2日通し券(指定席) \14,500×1枚[チケット料金]+\660×",,1,,2024/02/24(土) 14:00 〜 2024/03/04(月) 21:0,,<1708740000000.20240224.20.54587626.0.00000000@bma.eplus.jp>,2024-02-24T11:08:29+09:00
e+,payment_pending,digital,かいりきベア,Spotify O−EAST,,2024-04-29,2024/04/29(月・祝)  14:00開場 15:00開演,数,,1,】までにお手続きください。,,,<1707973171000.20240215.02.52702691.0.00000000@bma.eplus.jp>,2024-02-15T15:15:35+09:00
e+,ticket_secured,digital,邂逅 2024,新宿 LOFT,東京,2024-02-12,2024/02/12 (月) 12:30 開演,,,,,,,<1707611762083.20240211.X1.23241511.0.00000000@bma.eplus.jp>,2024-02-11T09:36:02+09:00
e+,ticket_secured,digital,邂逅 2024,新宿 LOFT,東京,2024-02-12,2024/02/12(月・祝)  12:00開場 12:30開演,"料金 : オールスタンディング \3,900×1枚[チケット料金]",,1,,,,<1707611744000.20240211.10.51833163.0.00000000@bma.eplus.jp>,2024-02-11T09:35:45+09:00
e+,payment_pending,digital,かいりきベア,Spotify O−EAST,,2024-04-29,2024/04/29(月・祝)  14:00開場 15:00開演,数,,1,,,,<1707610494000.20240211.01.51832133.0.00000000@bma.eplus.jp>,2024-02-11T09:14:55+09:00
e+,ticket_secured,digital,FAKE TYPE.,Zepp Shinjuku (TOKYO),,2024-02-01,2024/02/01 (木)  18:30 開演,,,,,,,<1706754213049.20240201.X3.X0845344.0.00000000@bma.eplus.jp>,2024-02-01T11:23:33+09:00
e+,payment_pending,paper,MAISONdes LIVE,TOKYO DOME CITY HALL,,,3/2(土)〜3/3(日),数,,1,,2024/02/24(土) 14:00 〜 2024/03/04(月) 21:0,,<1706589679000.20240130.02.48830407.0.00000000@bma.eplus.jp>,2024-01-30T14:18:36+09:00
e+,payment_pending,paper,MAISONdes LIVE,TOKYO DOME CITY HALL,,,3/2(土)〜3/3(日),数,,1,,2024/02/24(土) 14:00 〜 2024/03/04(月) 21:0,,<1705163726000.20240114.01.45253072.0.00000000@bma.eplus.jp>,2024-01-14T01:35:27+09:00
e+,ticket_secured,digital,和ぬか,LIQUIDROOM,,2023-09-05,2023/09/05 (火) 19:00 開演,,,,,,,<1693720925153.20230903.X1.19854249.0.00000000@bma.eplus.jp>,2023-09-03T15:02:05+09:00
e+,ticket_secured,digital,和ぬか,LIQUIDROOM,,2023-09-05,2023/09/05(火)  18:00開場 19:00開演,"料金 : スタンディング \4,500×1枚[チケット料金]",,1,,,,<1692190386000.20230816.10.12402902.0.00000000@bma.eplus.jp>,2023-08-16T21:53:08+09:00
e+,ticket_secured,digital,和ぬか,LIQUIDROOM,,2023-09-05,2023/09/05(火)  18:00開場 19:00開演,"料金 : スタンディング \4,500×1枚[チケット料金]",,1,】までにお手続きください。,,,<1690465859000.20230727.10.87980447.0.00000000@bma.eplus.jp>,2023-07-27T22:51:00+09:00
e+,ticket_secured,digital,和ぬか 1st LIVE TOUR「春夢のキラメキ」,渋谷CLUB QUATTRO,東京,2023-04-04,2023/04/04 (火) 19:00 開演,,,,,,,<1680415394887.20230402.X1.16918909.0.00000000@bma.eplus.jp>,2023-04-02T15:03:14+09:00
e+,payment_pending,digital,和ぬか,渋谷CLUB QUATTRO,東京,2023-04-04,2023/04/04(火)  18:00開場 19:00開演,数,,1,,,,<1673502080000.20230112.02.44047939.0.00000000@bma.eplus.jp>,2023-01-12T17:17:16+09:00
e+,payment_pending,digital,和ぬか,渋谷CLUB QUATTRO,東京,2023-04-04,2023/04/04(火)  18:00開場 19:00開演,数,,1,,,,<1673179556000.20230108.01.43275309.0.00000000@bma.eplus.jp>,2023-01-08T21:05:58+09:00
ローチケ,ticket_secured,digital,NOMELON NOLEMON,EX THEATER ROPPONGI,,2026-02-13,2026/2/13(金),,7040,1,,,,<872778813.55287089.1770828202450.MailSystem@l-tike.com>,2026-02-12T01:43:22+09:00
ローチケ,payment_pending,digital,NOMELON NOLEMON,KT Zepp Yokohama,神奈川,2026-08-11,2026/8/11(火),,14480,2,,,,<2058639334.65702137.1774505592767.MailSystem@l-tike.com>,2026-03-26T15:13:12+09:00
ローチケ,payment_pending,digital,PENTATONIC,横浜BUNTAI,神奈川,2026-01-24,2026/1/24(土),,21580,2,,,,<CAGYTR6KVLQp5LXsrYMHP+Ky1rw2iGFEyzhMkvTx=ebT1PtumaA@mail.gmail.com>,2026-01-23T17:33:54+09:00
ローチケ,ticket_secured,digital,NEO平成レトロ展,西武渋谷店 A館2F イベントスペース,東京,2025-08-15,2025/8/15(金),,3600,2,,,,<239898068.13328044.1755169858152.MailSystem@l-tike.com>,2025-08-14T20:10:58+09:00
ローチケ,payment_pending,digital,紫 今,渋谷CLUB QUATTRO,東京,2025-03-30,2025/3/30(日),,4830,1,,,,<1373024857.74443842.1731056464297.MailSystem@l-tike.com>,2024-11-08T18:01:04+09:00
ローチケ,lottery_won,unknown,,ell.FITS ALL(愛知県),愛知県,,,,,,,,,<1738725492616.2025106244.ltike9.0.1199.00000000@ad123se.mpse.jp>,2025-02-05T12:18:12+09:00
ローチケ,lottery_won,unknown,,ell.FITS ALL(愛知県),愛知県,,,,,,,,,<1737509650783.2025103627.ltike9.0.1178.00000000@ad123se.mpse.jp>,2025-01-22T10:34:10+09:00
ローチケ,lottery_won,unknown,,渋谷CLUB QUATTRO(東京都),東京都,,,,,,,,,<1736213652369.2025100348.ltike9.0.1200.00000000@ad123se.mpse.jp>,2025-01-07T10:34:12+09:00
ローチケ,lottery_won,unknown,,渋谷CLUB QUATTRO(東京都)、ell.FITS ALL(愛知県)、他(,東京都,,,,,,,,,<1733455817479.2024169486.ltike9.0.1183.00000000@ad123se.mpse.jp>,2024-12-06T12:30:17+09:00
ローチケ,lottery_won,unknown,,渋谷CLUB QUATTRO(東京都)、ell.FITS ALL(愛知県)、他(,東京都,,,,,,,,,<1731641431027.2024165117.ltike9.0.1122.00000000@ad123se.mpse.jp>,2024-11-15T12:30:31+09:00
ローチケ,lottery_won,unknown,,Gメッセ群馬/高崎芸術劇場スタジオシアター(群馬県),群馬県,,,,,,,,,<1747393514126.2025131489.ltike9.0.1316.00000000@ad123se.mpse.jp>,2025-05-16T20:05:14+09:00
ローチケ,lottery_won,unknown,,Gメッセ群馬/高崎芸術劇場スタジオシアター(群馬県),群馬県,,,,,,,,,<1747273279158.2025119400.ltike15.0.1882.00000000@ad123se.mpse.jp>,2025-05-15T10:41:19+09:00
ローチケ,lottery_won,unknown,,Gメッセ群馬/高崎芸術劇場スタジオシアター(群馬県),群馬県,,,,,,,,,<1746495503913.2025128960.ltike9.0.1285.00000000@ad123se.mpse.jp>,2025-05-06T10:38:23+09:00
ローチケ,lottery_won,unknown,,渋谷CLUB QUATTRO(東京都)、ell.FITS ALL(愛知県)、他(,東京都,,,,,,,,,<1735272625934.2024173332.ltike9.0.1196.00000000@ad123se.mpse.jp>,2024-12-27T13:10:25+09:00
ローチケ,ticket_secured,digital,NOMELON NOLEMON,EX THEATER ROPPONGI,,2026-02-13,2026/2/13(金),,7040,1,,,,<CAGYTR6L1WQXek=RkmXye2YSPzxFpcU8Mk=G=5J9Xad++zSd5pw@mail.gmail.com>,2026-02-12T01:45:12+09:00
ぴあ,print_pending,digital,,,神奈川県,,,,,,,,,<0100019e86ff905c-29c88a03-2222-47b3-9f7f-a6d161d381ce-000000@email.amazonses.com>,2026-06-02T06:22:36+00:00
ぴあ,print_pending,digital,ずっと真夜中でいいのに。,Kアリーナ横浜 (神奈川県),神奈川県,2026-06-02,2026/6/2(火) 19:00 開演,指定席 11055円(9900円+手数料1155円)×1枚,,1,,,,<1780286499835.2026215957.prepia.0.1694.00000000@ad298pia.www.mp.pia.jp>,2026-06-01T13:01:39+09:00
ぴあ,print_pending,digital,ずっと真夜中でいいのに。,Kアリーナ横浜 (神奈川県),神奈川県,2026-06-02,2026/6/2(火) 19:00 開演,指定席 11055円(9900円+手数料1155円)×1枚,,1,,,,<1779798914743.2026211724.prepia.0.1588.00000000@ad298pia.www.mp.pia.jp>,2026-05-26T21:35:14+09:00
ぴあ,lottery_won,unknown,,Kアリーナ横浜 (神奈川県),神奈川県,2026-06-03,2026年6月3日(水)  19:00 開演,,,,,,,<1775798430129.2026175928.prepia.0.272.00000000@ad298pia.www.mp.pia.jp>,2026-04-10T14:20:30+09:00
ぴあ,lottery_won,unknown,,Kアリーナ横浜 (神奈川県),神奈川県,2026-06-03,2026年6月3日(水)  19:00 開演,,,,,,,<1774848275670.2026167235.prepia.0.569.00000000@ad298pia.www.mp.pia.jp>,2026-03-30T14:24:35+09:00
ぴあ,lottery_won,unknown,,Kアリーナ横浜 (神奈川県),神奈川県,2026-06-03,2026年6月3日(水)  19:00 開演,,,,,,,<1774243542098.2026161765.prepia.0.1853.00000000@ad298pia.www.mp.pia.jp>,2026-03-23T14:25:42+09:00
ぴあ,lottery_won,unknown,,Kアリーナ横浜 (神奈川県),神奈川県,2026-06-03,2026年6月3日(水)  19:00 開演,,,,,,,<1773638550386.2026156133.prepia.0.199.00000000@ad298pia.www.mp.pia.jp>,2026-03-16T14:22:30+09:00
ぴあ,lottery_won,unknown,,Kアリーナ横浜 (神奈川県),神奈川県,2026-06-03,2026年6月3日(水)  19:00 開演,,,,,,,<1772259330949.2026143826.prepia.0.576.00000000@ad298pia.www.mp.pia.jp>,2026-02-28T15:15:30+09:00
ぴあ,lottery_won,unknown,,Kアリーナ横浜 (神奈川県),神奈川県,2026-06-03,2026年6月3日(水)  19:00 開演,,,,,,,<1770787559613.2026129639.prepia.0.527.00000000@ad298pia.www.mp.pia.jp>,2026-02-11T14:25:59+09:00
ぴあ,ticket_secured,digital,,Kアリーナ横浜(神奈川県),神奈川県,2026-06-02,2026年6月2日(火),"指定席 9,900円 × 1枚",,1,1日前になりました。,,,<1770612473909.2026127605.prepia.0.1202.00000000@ad298pia.www.mp.pia.jp>,2026-02-09T13:47:53+09:00
ぴあ,lottery_lost,digital,ずっと真夜中でいいのに。,Kアリーナ横浜(神奈川県),神奈川県,2026-06-02,2026年6月2日(火) 19:00開演,"指定席 9,900円 1枚",11385,1,2026年2月10日(火) 23:59,,,<1770455255658.2026125831.prepia.0.207.00000000@ad298pia.www.mp.pia.jp>,2026-02-07T18:07:35+09:00
ぴあ,payment_pending,paper,ずっと真夜中でいいのに。,日本武道館 (東京都),東京都,2026-02-28,・有効期間:2026年02月28日(土) 19:00,指定席,,1,までに入金してください。,,,<940585186.3291769665238748.JavaMail.tomcat@prd-int2ap23>,2026-01-29T14:40:38+09:00
ぴあ,lottery_won,paper,,日本武道館 (東京都),東京都,2026-02-28,2026年2月28日(土)  19:00 開演,,,,,,,<1769664097464.2026119405.prepia.0.268.00000000@ad298pia.www.mp.pia.jp>,2026-01-29T14:21:37+09:00
ぴあ,print_pending,digital,TOKYO CALLING 2025 −10th Anniversary−,渋谷エリア (東京都),東京都,2025-09-28,2025/9/28(日) 12:30 開演,1日券 ※ドリンク代別途必要 6240円(5800円+手数料440円)×1枚,,1,,,,<1758952060648.2025299763.prepia.0.4995.00000000@ad298pia.www.mp.pia.jp>,2025-09-27T14:47:40+09:00
ぴあ,print_pending,digital,,,東京都,,,,,,,,,<1758424084808.2025294675.prepia.0.211.00000000@ad298pia.www.mp.pia.jp>,2025-09-21T12:08:04+09:00
ぴあ,ticket_secured,digital,TOKYO CALLING 2025 −10th Anniversary−,渋谷エリア (東京都),東京都,2025-09-28,2025/9/28(日),,6240,1,,,,<1534861717.40491751545392580.JavaMail.tomcat@prd-int2kn22>,2025-07-03T21:23:11+09:00
ぴあ,print_pending,digital,紫 今,渋谷CLUB QUATTRO (東京都),東京都,2025-03-30,2025/3/30(日) 18:00 開演,スタンディング ※ドリンク代別途必要 4995円(4500円+手数料495円)×,,1,,,,<1743222448568.2025162842.prepia.0.4032.00000000@ad298pia.www.mp.pia.jp>,2025-03-29T13:27:28+09:00
ぴあ,print_pending,digital,,,東京都,,,,,,,,,<1742701629237.2025158152.prepia.0.180.00000000@ad298pia.www.mp.pia.jp>,2025-03-23T12:47:09+09:00
